id,recipe_id,ingredient,quantity_imperial,unit_imperial,quantity_metric,unit_metric,notes
1469,358,"when its boil'd to a perfect Despumation, add Juice of red Cherries",1.0,quart,946.0,ml,
1470,359,Zedoary,0.5,ounce,15.55,g,
1471,359,Gum Ammoniac (not strain'd),2.0,drams,7.78,g,
1472,359,Flour of Sulphur,3.0,drams,11.67,g,
1473,359,clarify'd Honey,2.0,ounces,62.2,g,
1474,359,boil (without scumming it) to,12.0,ounces,373.2,g,
1475,359,"at the latter end, adding Saffron",12.0,grains,0.78,g,
1476,360,pure Spring Water,2.0,quarts,1892.0,ml,
1477,360,Honey,0.5,pound,186.5,g,
1478,361,Alexiterial Milk water,1.0,pint,473.0,ml,
1479,361,"Mint, Genetian compound, Magistral Worm water",4.0,ounces,124.4,g,
1480,361,Gentian root,4.0,scruples,5.18,g,
1481,361,"tops of Carduus, Centory and Camomile flowers",8.0,scruples,10.37,g,
1482,361,"after 12 hours warm infusion, run it through a Sieve without Squeezing, so as that it may be pure clear and fine, and mix with it Chalybeat Wine",1.0,quart,946.0,ml,
1483,362,common Water distl'd,2.0,quarts,1892.0,ml,
1484,362,Brandy,0.5,pint,236.5,ml,
1485,362,Salt of Tarter,32.0,grains,2.07,g,
1486,362,Gentian root,3.0,drams,11.67,g,
1487,362,"tops of Carduus, Centory, Camomile flowers",6.0,drams,23.34,g,
1488,362,Cochineal,2.0,scruples,2.59,g,
1489,363,conserve of red Roses,1.0,ounce,31.1,g,
1490,363,conserve of Borage flowers,2.0,ounces,62.2,g,
1491,363,"candy'd Citron peel, beat to a Mash",6.0,drams,23.34,g,
1492,363,pour on them Borage water,9.0,ounces,279.9,g,
1493,363,Meadow sweet water,3.0,ounces,93.3,g,
1494,363,Damask Rose water,2.0,ounces,62.2,g,
1495,363,"having mix'd all very well in a marble Mortar, and let them stand cold an hour, strain out the Liquor and add to it juice of Kermes",0.5,ounce,15.55,g,
1496,363,juice of Lemon,1.0,ounce,31.1,g,
1497,363,Syrup of Raspberries,0.5,ounce,15.55,g,
1498,364,dry Peacocks dung (the white part),4.0,ounces,124.4,g,
1499,364,Millepedes alive bruised,1.0,ounce,31.1,g,
1500,364,"black Cherry water, white Wine",1.0,pint,473.0,ml,
1501,364,add Langius's Antepileptic water,3.0,ounces,93.3,g,
1502,364,Spirit of Lavender compound,1.0,dram,3.89,g,
1503,365,Senna,1.0,ounce,31.1,g,
1504,365,white Tartar powder'd,0.5,ounce,15.55,g,
1505,365,"Elder flower water, white Wine, each",0.5,pint,236.5,ml,
1506,365,"infuse warm and close in a glass, or glased (but not Brass) Vessel, 12 hours: To",12.0,ounces,373.2,g,
1507,365,Oil of Aniseed and Oil of Nutmeg,2.0,drops,0.12,ml,
1508,366,Diascordium,0.5,ounce,15.55,g,
1509,366,Cochineal,2.0,scruples,2.59,g,
1510,366,Cloves,1.0,scruple,1.3,g,
1511,366,red Lisbon Wine,6.0,ounces,186.6,g,
1512,366,Cinnamon Water,2.0,ounces,62.2,g,
1513,366,let all stand at the Fire stopp'd close 2 hours. Strain and add Syrup of Quinces (or of Meconium),1.0,ounces,31.1,g,
1514,367,green Fig leaves,1.0,ounce,31.1,g,
1515,367,common Daisy roots,6.0,drams,23.34,g,
1516,367,Contrayerva,2.0,drams,7.78,g,
1517,367,Spring water,1.0,pint,473.0,ml,
1518,367,brandy,2.0,ounces,62.2,g,
1519,367,Salt of Tartar,1.0,scruple,1.3,g,
1520,368,stinging Nettle-Roots,4.0,ounces,124.4,g,
1521,368,Salt Prunel,0.5,ounce,15.55,g,
1522,368,Juice of Nettle,2.0,ounces,62.2,g,
1523,368,Spring water,1.0,quart,946.0,ml,
1524,368,"then strain, and add Syrup of Marsh- Mallows, (or of Meconium)",4.0,ounces,124.4,g,
1525,369,green Twigs of woody Nightshade (cut like Sarsaparilla),4.0,ounce,124.4,g,
1526,369,Cochineal,1.0,scruple,1.3,g,
1527,369,White-wine,1.0,quart,946.0,ml,
1528,369,"then having strained out the Liquor, add Syrup of Ground Ivy",4.0,ounces,124.4,g,
1529,369,Venice Treacle,0.5,ounce,15.55,g,
1530,370,Wormseed bruis'd,0.5,ounce,15.55,g,
1531,370,Mint Water,4.0,ounces,124.4,g,
1532,370,Gentian Compound and Cinnamon water,2.0,ounces,62.2,g,
1533,370,then strain and add Syrup of Succory with Rhubarb,2.0,ounces,62.2,g,
1534,370,Oil of Nutmeg,2.0,drops,0.12,ml,
1535,371,"ground Pine (dry'd, washed and bruis'd)",1.0,ounce,31.1,g,
1536,371,"Lavender flowers dry'd, Venice Treacle, each",0.5,ounce,15.55,g,
1537,371,"stout, strong, red Wine",1.0,quart,946.0,ml,
1538,372,Misselto cut and bruis'd,4.0,ounces,124.4,g,
1539,372,juice of Rue,1.0,ounce,31.1,g,
1540,372,Brandy,4.0,ounces,124.4,g,
1541,372,Spring water,28.0,ounces,870.8,g,
1542,372,Salt of Tartar,2.0,scruples,2.59,g,
1543,372,"infuse in a gentle heat 12 hours: Let the strain'd subside, 'till depurated, which decant and sweeten with Syrup of Piony compound",4.0,ounces,124.4,g,
1544,373,Zedoary root contused,2.0,ounces,62.2,g,
1545,373,"Canary Wine, Brandy, each",0.5,pint,236.5,ml,
1546,373,macerate in a gentle heat 12 hours. To the strain'd add Oil of Juniper,16.0,drops,0.99,ml,
1547,373,Oil of Cloves,4.0,drops,0.25,ml,
1548,373,fine Sugar,1.0,ounce,31.1,g,
1549,374,distil'd Water,1.0,quart,946.0,ml,
1550,374,Brandy,4.0,ounces,124.4,g,
1551,374,Slat of Tarter,2.0,scruples,2.59,g,
1552,374,Camomile flowers dry'd and bruis'd,2.0,ounces,62.2,g,
1553,375,Rhubarb sliced thin,2.0,drams,7.78,g,
1554,375,yellow Mirobalans bruised,1.0,dram,3.89,g,
1555,375,Salt of Wormwood,15.0,grains,0.97,g,
1556,375,Plantain and Cinnamon water,2.0,ounces,62.2,g,
1557,375,"infuse warm and close a Nights space, then having strain'd it out, add Oil of Aniseed",1.0,drop,0.06,ml,
1558,375,Syrup of Roses solutive,0.5,ounce,15.55,g,
1559,375,(or,6.0,drams,23.34,g,
1560,376,"Red Roses, Balaustines",2.0,drams,7.78,g,
1561,376,oak Bark,0.5,ounce,15.55,g,
1562,376,Spring Water,1.0,quart,946.0,ml,
1563,376,"then strain, and add Barly Cinnamon Water",4.0,ounces,124.4,g,
1564,376,White Sugar,2.0,ounces,62.2,g,
1565,376,Oil of Nutmeg,2.0,drops,0.12,ml,
1566,377,Conserve of red Roses,4.0,ounces,124.4,g,
1567,377,Oil of Sulphur 48 drops (or as much as suffices to bring it to a fit acidity) Spring Water,1.0,quart,946.0,ml,
1568,378,Spring Water,3.0,pints,1419.0,ml,
1569,378,Salt of Tarter,0.5,ounce,15.55,g,
1570,378,Saffron (snip'd small with Scissers,0.5,dram,1.95,g,
1571,378,"Spanish Juice of Liquorice, sliced thin",1.0,ounce,31.1,g,
1572,380,the Juice of Yarrow depurated,1.0,pint,473.0,ml,
1573,380,White Sugar,2.0,ounces,62.2,g,
1574,381,green Plantain Leaves,4.0,handfuls,4.0,handfuls,
1575,381,"Liverwort, Brooklime",2.0,handfuls,2.0,handfuls,
1576,382,"Juice of Plantain, Brooklime, Water Cresses, Dandelion",1.0,pint,473.0,ml,
1577,382,"of Sorrel, Lemons, and Whitewine, each",0.5,pint,236.5,ml,
1578,382,"then having decanted the clear Liquor, add to it Horse-Radish water compound, magistral Worm-water, fine Sugar",4.0,ounces,124.4,g,
1579,382,Spirit of Scurvey Grass,6.0,drams,23.34,g,
1580,383,Water of Elder Berries and Black Cherries,6.0,ounces,186.6,g,
1581,383,compound Bryony Water,1.0,ounce,31.1,g,
1582,383,then fire,4.0,scruples,5.18,g,
1583,383,at last add Syrup of Elder Berries and Black Cherries,1.0,ounces,31.1,g,
1584,384,White Wine,4.0,ounces,124.4,g,
1585,384,Waters of Camomile Flowers and Rue,3.0,ounces,93.3,g,
1586,384,compoud Piony water,1.0,ounce,31.1,g,
1587,384,White Sugar,6.0,drams,23.34,g,
1588,384,Oil of Juniper,24.0,drops,1.49,ml,
1589,385,Waters of Black Cherries,4.0,ounces,124.4,g,
1590,385,of Rue,3.0,ounces,93.3,g,
1591,385,Piony compound,2.0,ounces,62.2,g,
1592,385,Bryony compound,1.0,ounce,31.1,g,
1593,385,"Tincture of Castor, Spirit of Lavender compound",2.0,drams,7.78,g,
1594,385,Oil of Nutmeg,4.0,drops,0.25,ml,
1595,385,Syrup of Piony compound,1.0,ounce,31.1,g,
1596,385,Powder called de Gutteta,4.0,scruples,5.18,g,
1597,386,Fennel and Parsly Water,12.0,ounces,373.2,g,
1598,386,Salt of Steel,2.0,drams,7.78,g,
1599,386,"set it by 24 hours, and poured off the clear, add to it compound Radish Water, Syrup of the 5 Roost",4.0,ounces,124.4,g,
1600,386,"Spirit of Scurvygrass, Elixir Proprietatis, tartarised each",0.5,ounce,15.55,g,
1601,387,"Waters of Baulm, Black Cherries",3.0,ounces,93.3,g,
1602,387,of Barly Cinnamon,2.0,ounces,62.2,g,
1603,387,Epidemial,1.0,ounce,31.1,g,
1604,387,"of Piony compound, Syrup of Gillyflowers",1.0,ounce,31.1,g,
1605,387,Syrup of Lemons,0.5,ounce,15.55,g,
1606,387,Confection of Alkermes,4.0,scruples,5.18,g,
1607,388,Rhenish Wine,1.0,pint,473.0,ml,
1608,388,"depurated Juices of Pellitory of the Wall, and of Lemons",2.0,ounces,62.2,g,
1609,388,"Cleaver Water, French Brandy, Syrup of the Five opening Roots",4.0,ounces,124.4,g,
1610,389,White Wine,8.0,ounces,248.8,g,
1611,389,Fennel Water,4.0,ounces,124.4,g,
1612,389,Radish Water compound,3.0,ounces,93.3,g,
1613,389,Tincture of Salt of Tarter,0.5,ounce,15.55,g,
1614,389,Oil of Juniper,24.0,drops,1.49,ml,
1615,389,"Oil of Aniseed, Oil of Nutmeg",8.0,drops,0.5,ml,
1616,389,White Sugar,1.0,ounce,31.1,g,
1617,390,Water of Cleavers,20.0,ounces,622.0,g,
1618,390,Salt Prunel,0.5,ounce,15.55,g,
1619,390,salt of Amber,2.0,scruples,2.59,g,
1620,391,Canary Wine,1.0,pint,473.0,ml,
1621,391,Cloves bruised,0.5,dram,1.95,g,
1622,391,Saffron clipped small,0.5,scruple,0.65,g,
1623,391,to the strained add Spirit of Clary (ennobled with Essence of Ambergrise),0.5,ounce,15.55,g,
1624,391,Spirit of Lavender compound,1.0,dram,3.89,g,
1625,391,Syrup of Gilliflowers,1.0,ounce,31.1,g,
1626,391,Juice of Kermes strained,0.5,ounce,15.55,g,
1627,392,"waters of Baulm, and Black Cherries",3.0,ounces,93.3,g,
1628,392,"of Barly Cinnamon, and Dr. Stephens's waters, and Syrup of Meconium",2.0,ounces,62.2,g,
1629,392,Liquid Laudanum,40.0,drops,2.48,ml,
1630,393,Canary Wine,10.0,ounces,311.0,g,
1631,393,Mint water,2.0,ounces,62.2,g,
1632,393,compound Gentian water,4.0,ounces,124.4,g,
1633,393,powdered Cloves,2.0,scruples,2.59,g,
1634,393,Spanish Angelica Root,4.0,scruples,5.18,g,
1635,393,"to the strained, add Elixir Proporietatis Tartarised",2.0,drams,7.78,g,
1636,394,Frog Spawn Water,8.0,ounces,248.8,g,
1637,394,"Juice of Houseleek depurated, Syrup of Lemons",2.0,ounces,62.2,g,
1638,395,Canary Wine,4.0,ounces,124.4,g,
1639,395,Orris-root sliced thin,4.0,scruples,5.18,g,
1640,395,to the strained add waters of Damask Roses,4.0,ounces,124.4,g,
1641,395,of Barly Cinnamon,2.0,ounces,62.2,g,
1642,395,"Calestis, Spirit of Clary, Juice of Kermes strained",2.0,drams,7.78,g,
1643,395,Syrup of Raspberries,1.0,ounce,31.1,g,
1644,396,Black Cherry Water,2.0,ounces,62.2,g,
1645,396,compound Piony Water,0.5,ounce,15.55,g,
1646,396,compound Spirit of Lavender,12.0,drops,0.74,ml,
1647,396,"Musk (ground on a Marble with Salt of Harts-horn 1 grain, and white Sugar candy",1.0,dram,3.89,g,
1648,396,Pearl well levigated,1.0,scruple,1.3,g,
1649,397,Waters of Damask Roses,6.0,ounces,186.6,g,
1650,397,"of Orange Flowers, Piony compound",1.0,ounce,31.1,g,
1651,397,of Barly Cinnamon,2.0,ounces,62.2,g,
1652,397,Calestis,0.5,ounce,15.55,g,
1653,397,"Musk, Ambergrise (both ground with Salt of Harts-horn 1 grain)",2.0,grains,0.13,g,
1654,397,"Saffron (clipped small, and tied up in a Muslin Rag)",1.0,scruple,1.3,g,
1655,397,Confection of Alkermes,2.0,drams,7.78,g,
1656,397,Oil of Cloves,1.0,drops,0.06,ml,
1657,397,Syrup of Gilly flowers,1.0,ounce,31.1,g,
1658,398,of our Pectoral Snail Water,8.0,ounces,248.8,g,
1659,398,Barly Cinnamon water,6.0,ounces,186.6,g,
1660,398,Syrup of Balsam,2.0,ounces,62.2,g,
1661,398,Pearl prepared,4.0,scruples,5.18,g,
1662,398,Oil of Nutmeg,1.0,drop,0.06,ml,
1663,399,"waters of Black Cherries, and Mugwort",3.0,ounces,93.3,g,
1664,399,"Pennyroyal, Rue, Bryony compound",2.0,ounces,62.2,g,
1665,399,Pearl prepared,1.0,dram,3.89,g,
1666,399,white Sugar candy,3.0,drams,11.67,g,
1667,400,Waters of Fennel,6.0,ounces,186.6,g,
1668,400,"of Pennyroyal, Hysop",2.0,ounces,62.2,g,
1669,400,"Sweet Tincture , and Tincture of Saffron (made in Treacle Water)",1.0,ounce,31.1,g,
1670,400,Oil of Anniseed,12.0,drops,0.74,ml,
1671,400,white Sugar,6.0,drams,23.34,g,
1672,400,Spirit of Salt Armoniac,12.0,drops,0.74,ml,
1673,401,Erratic Poppy water,6.0,ounces,186.6,g,
1674,401,Coltsfoot Water,4.0,ounces,124.4,g,
1675,401,Syrup of Erratic Poppies,2.0,ounces,62.2,g,
1676,401,"Salt of Prunel, Goats Blood",4.0,scruples,5.18,g,
1677,402,"waters of Purslane, Borage, Wood Sorrel",4.0,ounces,124.4,g,
1678,402,"Damask Rose water, Juice of Lemons (fresh drawn, clear, and not musty)",1.0,ounces,31.1,g,
1679,402,Syrup of Raspberries,2.0,ounces,62.2,g,
1680,403,Elder Flower water,20.0,ounces,622.0,g,
1681,403,"Horse Radish water compound, Syrup of Elder-berries",6.0,ounces,186.6,g,
1682,403,Oil of Sassafras,4.0,drops,0.25,ml,
1683,404,"waters of Cuckowpint, Fumitory, Elder Flowers",6.0,ounces,186.6,g,
1684,404,"Gentian compound, magistral Worm water, Syrup of the 5 opening Roots",4.0,ounces,124.4,g,
1685,404,Tincture of Salt of Tartar,1.0,ounce,31.1,g,
1686,404,"Spirit of Scurvygrass, Elixir Proprietis tartarised",2.0,drams,7.78,g,
1687,405,"Sherry Wine, Barly Cinnamon water",4.0,ounces,124.4,g,
1688,405,"waters of Mint, Gentian compound, Wormwood compound, Syrup of Quinces",2.0,ounces,62.2,g,
1689,405,"Oil of Cloves, Nutmegs, each 2 drops, mix. Venice Treacle",2.0,drams,7.78,g,
1690,406,Plantain water,6.0,ounces,186.6,g,
1691,406,Frog Spawn water,4.0,ounces,124.4,g,
1692,406,Syrup of Coral compound,2.0,ounces,62.2,g,
1693,406,"Japanic Earth, Astringent Crocus of Mars",2.0,scruples,2.59,g,
1694,406,Sugar of Lead,6.0,grains,0.39,g,
1695,406,Liquid Laudanum,40.0,drops,2.48,ml,
1696,407,Damask Rose Water,8.0,ounces,248.8,g,
1697,407,stromg Cinnamon Water,2.0,ounces,62.2,g,
1698,407,Rhenish Wine,4.0,ounces,124.4,g,
1699,407,Juice of Orange and White Sugarcandy,1.0,ounce,31.1,g,
1700,407,burnt Harts horn finely levigated,4.0,scruples,5.18,g,
1701,408,"waters of Borage, Woodsorrel",4.0,ounces,124.4,g,
1702,408,"Damask Rose, and Barly Cinnamon water",2.0,ounces,62.2,g,
1703,408,Pearl prepared,1.0,dram,3.89,g,
1704,408,white Sugar candy,3.0,drams,11.67,g,
1705,408,Oil of Nutmeg,1.0,drop,0.06,ml,
1706,409,"Black Cherry, and Alexiterial Milk water",4.0,ounces,124.4,g,
1707,409,Barly Cinnamon water,2.0,ounces,62.2,g,
1708,409,"Epidemial, compound Piony water",1.0,ounce,31.1,g,
1709,409,Pearl prepared,1.0,dram,3.89,g,
1710,409,white Sugar candy,3.0,drams,11.67,g,
1711,410,pure Spring Water (boiled half away),28.0,ounces,870.8,g,
1712,410,Syrup of Gilly Flowers (or Raspberries),1.0,ounce,31.1,g,
1713,411,"Alexiterial Milk Water, black Cherry Water",4.0,ounces,124.4,g,
1714,411,Rue Water,3.0,ounces,93.3,g,
1715,411,Epidemial,2.0,ounces,62.2,g,
1716,411,Tincture of Saffron (extracted in Treacle water),1.0,ounce,31.1,g,
1717,411,Syrup of Gilly- flowers,2.0,ounces,62.2,g,
1718,411,"Goa, and Contrayerva Stone",1.0,dram,3.89,g,
1719,411,Confection of Alkermes,2.0,drams,7.78,g,
1720,412,"Waters of Parsley, and Fennel",4.0,ounces,124.4,g,
1721,412,"Magistral Worm, and Horse-Radish compound Waters",1.0,ounce,31.1,g,
1722,412,Syrup of the 5 Roots,2.0,ounces,62.2,g,
1723,412,Salt of Amber,0.5,Dram,1.95,g,
1724,413,"Oak Bud, and Barly Cinnamon Water",3.0,ounces,93.3,g,
1725,413,"Gentian and Wormwood Waters (both compound), Syrup of lemons",2.0,ounces,62.2,g,
1726,413,Salt of Wormwood,2.0,scruples,2.59,g,
1727,413,Liquid Laudanum,40.0,drops,2.48,ml,
1728,414,"Waters of Plantain, and Oak Buds",4.0,ounces,124.4,g,
1729,414,Mint Water,0.5,ounce,15.55,g,
1730,414,strong Cinnamon Water,2.0,ounces,62.2,g,
1731,414,Syrup of dried Roses,1.0,ounce,31.1,g,
1732,414,"Diascordium, Bole",4.0,scruples,5.18,g,
1733,414,Japanic Earth,2.0,scruples,2.59,g,
1734,414,Oil of Nutmeg,2.0,drops,0.12,ml,
1735,415,Waters of Pennyroyal,3.0,ounces,93.3,g,
1736,415,of Bryony compound,2.0,ounces,62.2,g,
1737,415,Whitewine,6.0,ounces,186.6,g,
1738,415,Oil of Savine,12.0,drops,0.74,ml,
1739,415,Oil of Cloves,8.0,drops,0.5,ml,
1740,415,white Sugar,1.0,ounce,31.1,g,
1741,416,fine powdered Bark of Peru,6.0,drams,23.34,g,
1742,416,"Waters of Black Cherries, and Lime Flowers",8.0,ounces,248.8,g,
1743,416,of Rue and Goat's Rue,3.0,ounces,93.3,g,
1744,416,of Piony compound,2.0,ounces,62.2,g,
1745,416,Epileptic Tinture (after described),3.0,drams,11.67,g,
1746,416,Syrup of Piony compound,3.0,ounces,93.3,g,
1747,417,"Waters of Black Cherries, Mugwort, Pennyroyal",3.0,ounces,93.3,g,
1748,417,of Bryony compound,1.0,ounces,31.1,g,
1749,417,Tincture of Castor,0.5,ounce,15.55,g,
1750,417,Oil of Amber (ground very well together with white Sugar,1.0,ounce,31.1,g,
1751,419,"London Laudanum, Asa Foetida",2.0,grains,0.13,g,
1752,419,Oil of Amber,1.0,drop,0.06,ml,
1753,420,rectified Spirit of Wine,3.0,ounces,93.3,g,
1754,420,Spirit of Lavender,1.0,ounce,31.1,g,
1755,420,Pil Cochiae the greater,0.5,ounce,15.55,g,
1756,420,Crude Opium,2.0,drams,7.78,g,
1757,421,"Oil of Nutmeg by Expression, and Palm Oil",1.0,dram,3.89,g,
1758,421,"Chymical Oil of Cloves, Rosemary and Sage",1.0,scruple,1.3,g,
1759,422,Oinment of Alabaster,2.0,drams,7.78,g,
1760,422,Oil of Roses,6.0,drams,23.34,g,
1761,422,Opium,16.0,grains,1.04,g,
1762,422,Camphire,8.0,grains,0.52,g,
1763,422,Oil of Nutmeg,4.0,drops,0.25,ml,
1764,423,Ointment of Marshmallows,6.0,drams,23.34,g,
1765,423,Oil of Lilies and Bricks,3.0,drams,11.67,g,
1766,423,Camphire,0.5,dram,1.95,g,
1767,424,crude and burnt Alum,2.0,drams,7.78,g,
1768,424,"Bole, Japanic Earth",1.0,dram,3.89,g,
1769,424,Oil of Sassafras,6.0,drops,0.37,ml,
1770,425,Gum Lac,1.0,dram,3.89,g,
1771,425,burnt Alum,1.0,scruple,1.3,g,
1772,425,Salt,15.0,grains,0.97,g,
1773,425,Honey of Roses,6.0,drams,23.34,g,
1774,426,Ointment called Martiatum,2.0,ounces,62.2,g,
1775,426,"Oil of Spike, petroleum",3.0,drams,11.67,g,
1776,426,powdered Euphorbium,1.0,scruple,1.3,g,
1777,426,Oil of Amber,1.0,dram,3.89,g,
1778,426,Oil of Rosemary,0.5,dram,1.95,g,
1779,427,"Urine of a healthy Person, Tent Wine, Neatsfoot Oil",2.0,ounces,62.2,g,
1780,427,Sperma Ceti,2.0,drams,7.78,g,
1781,427,Mace,1.0,dram,3.89,g,
1782,427,boil to,4.0,ounces,124.4,g,
1783,428,Poplar Ointment,2.0,drams,7.78,g,
1784,428,Oil of Eggs,6.0,drams,23.34,g,
1785,428,Sugar of Lead,2.0,scruples,2.59,g,
1786,428,Opium,8.0,grains,0.52,g,
1787,428,Oil of Amber,16.0,drops,0.99,ml,
1788,429,Verdigrise,1.0,dram,3.89,g,
1789,429,Honey of Roses,1.0,ounce,31.1,g,
1790,429,Vineger,0.5,ounce,15.55,g,
1791,429,"boil to the Consumption of the Vineger, and when it's cold, add powdered burnt Alum",2.0,scruples,2.59,g,
1792,429,"Mastick, Frankincense, and Myrrh",1.0,scruple,1.3,g,
1793,430,"Ox Galls 3, rectify'd Spirit of Wine",3.0,pints,1419.0,ml,
1794,430,dissolve it in Juice of Lemons,2.0,ounces,62.2,g,
1795,430,and add powder'd Calomel,3.0,drams,11.67,g,
1796,430,Salt of Vitriol,2.0,drams,7.78,g,
1797,430,Venetian Borace,1.0,dram,3.89,g,
1798,430,Faeculae of Cuckow pint,1.0,dram,3.89,g,
1799,431,sifted Ashes of Broom and Bean stalks,2.0,ounces,62.2,g,
1800,431,Juice of Parsley,4.0,ounces,124.4,g,
1801,431,white Wine,2.0,quarts,1892.0,ml,
1802,431,"make a Lixivium, to which (when strain'd and clear) add Salt of Tartar",1.0,dram,3.89,g,
1803,431,Sassaphras,1.0,ounce,31.1,g,
1804,431,"Bay and Juniper berries, Seeds of Daucus, Mustard, Cummin and Anise (all bruis'd) each",0.5,ounce,15.55,g,
1805,431,then strain and add compound Radish water,4.0,ounces,124.4,g,
1806,432,"Balsam of Tolu (powder'd, searced and subacted with Yolk of an Egg)",0.5,ounce,15.55,g,
1807,432,Lohoch Sanans,1.0,ounce,31.1,g,
1808,432,Balsam of Peru,4.0,drops,0.25,ml,
1809,433,powdered and searced black Bechic Troches,2.0,drams,7.78,g,
1810,433,Lohoch Sanans,0.5,ounce,15.55,g,
1811,434,powder'd white Bechic Troches,3.0,drams,11.67,g,
1812,434,"Oil of sweet Almonds, Syrup of Marsh Mallows",1.0,ounce,31.1,g,
1813,435,powder'd Marsh Mallow root,3.0,drams,11.67,g,
1814,435,Flower of Sulphur,1.0,dram,3.89,g,
1815,435,Gum Arabick,0.5,dram,1.95,g,
1816,435,white of Eggs beaten up,1.0,ounce,31.1,g,
1817,436,powder'd and searced Japanic Earth,2.0,drams,7.78,g,
1818,436,white of Egg beaten,6.0,drams,23.34,g,
1819,437,"Syrup of Marsh Mallows, white of Eggs beaten to Water",1.0,ounce,31.1,g,
1820,437,Sugar Penids,0.5,ounce,15.55,g,
1821,438,Myrrh well powdered,2.0,drams,7.78,g,
1822,438,Saffron,0.5,scruple,0.65,g,
1823,438,Nutmeg,0.5,dram,1.95,g,
1824,438,Honey,2.0,ounces,62.2,g,
1825,439,"powdered Elecampane, Orris, Liquorice, Japanic Earth",2.0,drams,7.78,g,
1826,439,Oil of Aniseed,2.0,drops,0.12,ml,
1827,439,Syrup of Meconium,3.0,ounces,93.3,g,
1828,440,Lohoch Sanans,1.0,ounce,31.1,g,
1829,440,"Gum Ammoniac (dissolv'd in white Wine, and strain'd)",1.0,dram,3.89,g,
1830,440,"powder of Arum Compound, Myrrh, each",0.5,dram,1.95,g,
1831,441,"Linseed Oil new drawn, white Sugar Candy powder'd and searced, Syrup of Ground Ivy, each",0.5,ounce,15.55,g,
1832,441,powder'd Orris,1.0,dram,3.89,g,
1833,441,Flower of Sulphur,0.5,dram,1.95,g,
1834,441,Tincture of Gum Ammoniac,12.0,drops,0.74,ml,
1835,441,Oil of Aniseed,4.0,drops,0.25,ml,
1836,441,"Salt of Harts-horn (or Volatile Salt of Salt Armoniac, or flowers of Benjamin)",6.0,grains,0.39,g,
1837,442,powdered Olibanum,1.0,dram,3.89,g,
1838,442,Balaustines,1.0,scruple,1.3,g,
1839,442,Honey of Roses,2.0,ounces,62.2,g,
1840,443,"white Bechic Troches, Sperma Ceti",1.0,dram,3.89,g,
1841,443,Conserve of Hips,6.0,drams,23.34,g,
1842,444,Seeds of Fleabane and Quinces,1.0,dram,3.89,g,
1843,444,decoct in a due quantity of Rosewater to the Extraction of the Mucilage: to,4.0,ounces,124.4,g,
1844,445,Lohoch Sanans,1.0,ounce,31.1,g,
1845,445,Balsam of Peru,1.0,dram,3.89,g,
1846,445,Yolk of Egg,0.5,ounce,15.55,g,
1847,446,"Syrup of erratic Poppies, Linseed Oil",2.0,ounces,62.2,g,
1848,446,Oil of Aniseed,2.0,drops,0.12,ml,
1849,446,white Sugar,2.0,drams,7.78,g,
1850,447,Conserve of Hips,0.5,ounce,15.55,g,
1851,447,"Syrup of Elder Berries, Oil of Sweet Almonds",1.0,ounce,31.1,g,
1852,448,"Syrup of Comfry, Linseed Oil",1.0,ounce,31.1,g,
1853,448,Astringent Crocus of Steel,4.0,scruples,5.18,g,
1854,448,Sugar of Lead,1.0,scruple,1.3,g,
1855,448,powdered white Sugar candy,1.0,dram,3.89,g,
1856,449,Syrup of Hyssop,2.0,ounces,62.2,g,
1857,449,Oil of sweet Almonds,1.0,ounce,31.1,g,
1858,449,Oil of Anniseed,2.0,drops,0.12,ml,
1859,449,Tincture of Myrrh,1.0,dram,3.89,g,
1860,449,powder'd Orris root,4.0,scruples,5.18,g,
1861,449,Flower of Benjamin,0.5,scruple,0.65,g,
1862,449,Tobacco,4.0,grains,0.26,g,
1863,450,"Syrup of Ground Ivy, Horehound",1.0,ounce,31.1,g,
1864,450,Oxymel simple,1.0,ounce,31.1,g,
1865,450,"Powder of Arum compound, of Orris and Gum Ammoniac (dissolv'd in Cinnamon Water, and strain'd)",1.0,dram,3.89,g,
1866,450,Elixir Proprietatis (prepared with Oil of Sulphur by the Bell),0.5,dram,1.95,g,
1867,450,Flower of Benjamin,12.0,grains,0.78,g,
1868,451,"Oil of Sweet Almonds, Syrup of Maiden Hair",1.0,ounce,31.1,g,
1869,451,white Sugar candy powdered and searced,1.0,ounce,31.1,g,
1870,451,powdered Liquorice,0.5,ounce,15.55,g,
1871,452,"Haly's Powder, fresh made up",0.5,ounce,15.55,g,
1872,452,Diacodium,1.0,ounce,31.1,g,
1873,453,conserve of red Roses,2.0,ounces,62.2,g,
1874,453,conserve of Hips,1.0,ounce,31.1,g,
1875,453,Lucatellus's Balsam (made with Dragons Blood instead of Sanders),3.0,drams,11.67,g,
1876,454,Camphire cut into thin slices,2.0,drams,7.78,g,
1877,454,"grind it in a Glass Mortar, pouring into it (by little and little) Juice of Lemons",1.0,ounce,31.1,g,
1878,454,"when it's dissolved, add White Wine",1.0,pint,473.0,ml,
1879,455,"Bay leaves, Betony, Vervain, Marjoram, Rosemary, Lavender",2.0,handfuls,2.0,handfuls,
1880,455,"boil in Lixivium of Wood Ashes 3 quarts to two quarts, adding at last powdered Cloves and Nutmeg",2.0,drams,7.78,g,
1881,456,Litharge of Silver powdered,0.5,ounce,15.55,g,
