id,recipe_id,ingredient,quantity_imperial,unit_imperial,quantity_metric,unit_metric,notes
1882,456,Vinegar,4.0,ounces,124.4,g,
1883,456,"boil to the Evaporation of a third part. And in another Vessel boil Alum and Salt, each",0.5,ounce,15.55,g,
1884,457,White Poppy heads (bruised together with their Seed),4.0,ounces,124.4,g,
1885,457,"Willow leaves, Lettuce, Mallows, and Violet leaves",2.0,handfuls,2.0,handfuls,
1886,457,boil in Water and Milk,5.0,pints,2365.0,ml,
1887,457,strain and dissolve in the Liquor Nitre,4.0,ounces,124.4,g,
1888,458,Mercury sublimate powdered,1.0,ounce,31.1,g,
1889,458,put it into a pewter Pot with Water,3.0,pints,1419.0,ml,
1890,459,Flowers of Benjamin,16.0,grains,1.04,g,
1891,459,Balm of Gilead,24.0,grains,1.56,g,
1892,459,fine Sugar searced,4.0,ounces,124.4,g,
1893,460,fine powder'd Sugar,1.0,pound,373.0,g,
1894,460,Spanish Juice of Liquorice,4.0,ounces,124.4,g,
1895,460,Balsam of Sulphur anisated,1.0,dram,3.89,g,
1896,461,"powder'd Spanish Angelica root, Species called Diambra, each",0.5,dram,1.95,g,
1897,461,Oil of Nutmegs,4.0,drops,0.25,ml,
1898,461,Oil of Cinnamon and Cloves,2.0,drops,0.12,ml,
1899,461,fine Sugar (dissolved in Aqua Mirabilis),3.0,ounces,93.3,g,
1900,462,"powder called de Gutteta, Native Cinnaber",2.0,scruples,2.59,g,
1901,462,Oil of Rosemary and Nutmeg,2.0,drops,0.12,ml,
1902,462,fine Sugar,2.0,ounces,62.2,g,
1903,463,Earth from Japan,2.0,drams,7.78,g,
1904,463,Astringent Saffron of Steel,1.0,dram,3.89,g,
1905,463,"Sugar of Lead, Starch, each",0.5,dram,1.95,g,
1906,463,fine Sugar,4.0,ounces,124.4,g,
1907,464,Loaf Sugar,4.0,ounces,124.4,g,
1908,464,then add Oil of Amber,8.0,drops,0.5,ml,
1909,465,Spanish Juice of Liquorice,2.0,ounces,62.2,g,
1910,465,white Sugar,4.0,ounces,124.4,g,
1911,465,Opium,1.0,dram,3.89,g,
1912,467,fine powder'd and searced Sugar,1.0,ounces,31.1,g,
1913,467,Spirit of Lavender compound,60.0,drops,3.72,ml,
1914,467,Oil of Rosemary,4.0,drops,0.25,ml,
1915,468,"powder'd roots of Orris, Liquorice, Elecampane, each",0.5,dram,1.95,g,
1916,468,Flower of Sulphur,1.0,scruple,1.3,g,
1917,468,Flower of Benjamin,0.5,scruple,0.65,g,
1918,468,Oil of Amber,2.0,drops,0.12,ml,
1919,468,Oil of Aniseed,4.0,drops,0.25,ml,
1920,468,fine powder'd and searced Sugar,4.0,ounces,124.4,g,
1921,469,fine powder'd Bark of Peru,1.0,ounce,31.1,g,
1922,469,Balsam of Capive,2.0,drams,7.78,g,
1923,469,Sugar of Roses (dissolv'd in compound Wormwood Water),8.0,ounces,248.8,g,
1924,469,"with Mucilage of Gum Tragacanth make Lozenges, each weighing",2.0,drams,7.78,g,
1925,470,Pellitory of Spain powder'd,0.5,ounce,15.55,g,
1926,470,Mastick,2.0,drams,7.78,g,
1927,470,Oil of Cloves and of wild Marjoram,3.0,drams,11.67,g,
1928,471,Tincture of Rhubarb simple,1.0,ounce,31.1,g,
1929,471,powder'd Rhubarb,0.5,dram,1.95,g,
1930,471,Syrup of Roses solutive,0.5,ounce,15.55,g,
1931,471,powder'd long Pepper,3.0,grains,0.19,g,
1932,471,Oil of Anise,2.0,drops,0.12,ml,
1933,472,Tincture of Benjamin,0.5,ounce,15.55,g,
1934,472,"Tincture of Saffron (extracted in Spirit of Wine) Tinctures of Myrrh, of Gum Ammoniac and Spirit of Salt Armoniac",1.0,dram,3.89,g,
1935,472,Hyssop Water,6.0,ounces,186.6,g,
1936,472,Magistral Worm Water,3.0,ounces,93.3,g,
1937,472,Syrup of Horehound,2.0,ounces,62.2,g,
1938,473,Mint Water,0.5,ounce,15.55,g,
1939,473,strong Cinnamon Water,1.0,ounce,31.1,g,
1940,473,Elixir Proprietatis tartarised,1.0,dram,3.89,g,
1941,473,Oil of Juniper,2.0,drops,0.12,ml,
1942,473,powdered Rhubarb,1.0,scruple,1.3,g,
1943,473,) Salt of Wormwood,0.5,scruple,0.65,g,
1944,473,Spirit of Salt Armoniac,15.0,drops,0.93,ml,
1945,474,Hyssop Water,8.0,ounces,248.8,g,
1946,474,Tincture of Benjamin,0.5,ounce,15.55,g,
1947,474,"Tincture of Gum Ammoniac, Spirit of Salt Armoniac",40.0,drops,2.48,ml,
1948,474,Oil of Anise,8.0,drops,0.5,ml,
1949,474,white Sugar,1.0,ounce,31.1,g,
1950,475,Balsam of Capive,0.5,ounce,15.55,g,
1951,475,"dissolve it in the Yolks of 2 Eggs, and add white Sryrup",2.0,ounces,62.2,g,
1952,475,white Wine,8.0,ounces,248.8,g,
1953,476,Balsam of Captive,0.5,ounce,15.55,g,
1954,476,Oil of Juniper,0.5,dram,1.95,g,
1955,476,"dissolve it in the Yolks of 2 Eggs, and add Syrup of Marsh Mallows compound",2.0,ounces,62.2,g,
1956,476,Arsmart Water,10.0,ounces,311.0,g,
1957,477,Syrup of Meconium,1.0,ounce,31.1,g,
1958,477,"Fracastorius's Electuary, Mithridate",1.0,dram,3.89,g,
1959,477,Lohoch Sanans,2.0,drams,7.78,g,
1960,477,Penny- royal Water,4.0,ounces,124.4,g,
1961,478,black Cherry and Alexiterial Milk Water,12.0,ounces,373.2,g,
1962,478,"Barley Cinnamon, Epidemial Water",8.0,ounces,248.8,g,
1963,478,Aqua Caelestis,2.0,ounces,62.2,g,
1964,479,Syrup of Gilly flowers,4.0,ounces,124.4,g,
1965,479,of Raspberries,1.0,ounce,31.1,g,
1966,479,Confection of Alkermes,0.5,ounce,15.55,g,
1967,479,Oil of Nutmegs,4.0,drops,0.25,ml,
1968,480,"the Yolks of 2 Eggs, Oyl of Cinnamon, Nutmegs",4.0,drops,0.25,ml,
1969,480,refined Sugar,0.5,ounce,15.55,g,
1970,480,Juice of Kermes,2.0,drams,7.78,g,
1971,480,Canary Wine,8.0,ounces,248.8,g,
1972,481,Canary and white Wine,6.0,ounces,186.6,g,
1973,481,Spirit of Wine rectify'd,2.0,ounces,62.2,g,
1974,481,fine Sugar,1.0,ounce,31.1,g,
1975,481,Oil of Juniper,32.0,drops,1.98,ml,
1976,481,"Oil of Nutmeg, Caraway, Fennel and Anise",8.0,drops,0.5,ml,
1977,482,Sherry Wine,0.5,pint,236.5,ml,
1978,482,strong Cinnamon Water,4.0,ounces,124.4,g,
1979,482,"Rose Water, white Sugar Candy",2.0,ounces,62.2,g,
1980,482,Juice of Kermes strain'd,1.0,ounce,31.1,g,
1981,482,Species called Laetificans Galeni,2.0,drams,7.78,g,
1982,482,Oil of Nutmeg,4.0,drops,0.25,ml,
1983,483,red Coral Finely levigated,2.0,drams,7.78,g,
1984,483,Salt of Wormwood,4.0,scruples,5.18,g,
1985,483,Juice of Lemons fresh drawn,4.0,ounces,124.4,g,
1986,483,strong Cinnamon Water,2.0,ounces,62.2,g,
1987,484,white Wine,12.0,ounces,373.2,g,
1988,484,Oil of Juniper,24.0,drops,1.49,ml,
1989,484,Oil of Anise,12.0,drops,0.74,ml,
1990,484,white Sugar,1.0,ounce,31.1,g,
1991,485,Juice of Kermes strain'd,0.5,ounce,15.55,g,
1992,485,Syrup of Gilly flowers and Rasberries,2.0,ounces,62.2,g,
1993,485,Oil of Nutmeg,2.0,drops,0.12,ml,
1994,485,Oil of Cloves,1.0,drop,0.06,ml,
1995,486,Oil of Juniper,1.0,dram,3.89,g,
1996,486,"Subigate it perfectly with the Yolk of 1 Egg, mix in white Syrup",2.0,ounces,62.2,g,
1997,487,Seeds of Flea wort and Quinces,2.0,drams,7.78,g,
1998,487,Decoct in Water half a pint to,4.0,ounces,124.4,g,
1999,487,"to the strained Mucilage add one white of Egg well beaten, Damask Rose Water",2.0,ounces,62.2,g,
2000,487,Syrup of Raspberries,1.0,ounce,31.1,g,
2001,488,Barly Cinnamon Water,4.0,ounces,124.4,g,
2002,488,"Mint Water, Syrup of Myrtle (or of dried Roses)",1.0,ounce,31.1,g,
2003,488,finely powder'd Bole,2.0,scruples,2.59,g,
2004,488,Diascordium,2.0,drams,7.78,g,
2005,488,Liquid Laudanum,30.0,drops,1.86,ml,
2006,489,"Canary Wine, Linseed Oil",3.0,ounces,93.3,g,
2007,489,Oil of Turpentine,10.0,drops,0.62,ml,
2008,489,"Sperma Ceti, Crabs Eyes, each",0.5,dram,1.95,g,
2009,489,white Sugar,3.0,drams,11.67,g,
2010,490,depurated Juice of Mint,4.0,ounces,124.4,g,
2011,490,compound Wormwood and strong Cinnamon Waters,1.0,ounce,31.1,g,
2012,490,powder'd Castor,1.0,dram,3.89,g,
2013,490,Musk,4.0,grains,0.26,g,
2014,490,white Sugar candy,3.0,drams,11.67,g,
2015,491,Oil of sweet Almonds (or rather Oil of Walnuts),2.0,ounces,62.2,g,
2016,491,Syrup of Marsh Mallows,4.0,ounces,124.4,g,
2017,491,water of Pellitory of the Wall,6.0,ounces,186.6,g,
2018,492,Liquid Laudanum tartarised,2.0,drams,7.78,g,
2019,492,Oil of Nutmeg and Cinnamon,4.0,drops,0.25,ml,
2020,493,Spirit of Scurvy grass,2.0,drams,7.78,g,
2021,493,"compound Spirit of Lavender, Tincture of Castor, each",0.5,dram,1.95,g,
2022,493,Elixir Proprietatis tartaris'd,1.0,dram,3.89,g,
2023,493,Oil of Nutmeg,4.0,drops,0.25,ml,
2024,493,Oil of Cinnamon and Cloves,2.0,drops,0.12,ml,
2025,493,Spirit of Salt Armoniac,2.0,drams,7.78,g,
2026,494,of the Pectoral Decoction,30.0,ounces,933.0,g,
2027,494,Tincture of Saffron (made in Treacle Water),6.0,drams,23.34,g,
2028,494,Tincture of Benjamin,2.0,drams,7.78,g,
2029,494,Syrup of Ground Ivy,1.0,ounce,31.1,g,
2030,494,Oil of Anise,1.0,drop,0.06,ml,
2031,495,very finely powder'd Peruvian Peel,1.0,ounce,31.1,g,
2032,495,Alexiterial Milk Water,1.0,pint,473.0,ml,
2033,495,"Mint, Cinnamon, Epidemial Waters, and Syurp of Gilly flowers",4.0,ounces,124.4,g,
2034,495,Oil of Nutmeg,4.0,drops,0.25,ml,
2035,496,Waters of Hyssop,2.0,ounces,62.2,g,
2036,496,Fennel,1.0,ounces,31.1,g,
2037,496,"Epidemial and Treacle Water, each",0.5,ounce,15.55,g,
2038,496,"Crabs Eyes, Bezoar Mineral",1.0,scruple,1.3,g,
2039,496,Spirit of Salt Armoniac,15.0,drops,0.93,ml,
2040,496,London Laudanum,2.0,grains,0.13,g,
2041,496,Syrup of the Juice of Erratic Poppy,1.0,ounce,31.1,g,
2042,497,Penny royal water,6.0,ounces,186.6,g,
2043,497,Salt of Tartar,2.0,drams,7.78,g,
2044,498,fine Venice Soap scraped thin,1.0,dram,3.89,g,
2045,498,mix it with Oil of Aniseed,3.0,drops,0.19,ml,
2046,498,Add Syrup of Maiden Hair,3.0,ounces,93.3,g,
2047,498,Syrup of Horehound,1.0,ounce,31.1,g,
2048,498,Penny royal water,2.0,ounces,62.2,g,
2049,499,Horse Radish water compound,0.5,ounce,15.55,g,
2050,499,Spirit of Scurvy grass,3.0,drams,11.67,g,
2051,499,Elixir Proprietatis tartaris'd,2.0,drams,7.78,g,
2052,499,Spirit of Salt Armoniac,1.0,dram,3.89,g,
2053,499,Oil of Juniper,40.0,drops,2.48,ml,
2054,500,strong Cinnamon water,1.0,ounces,31.1,g,
2055,500,Oil of Vitriol,1.0,dram,3.89,g,
2056,500,Oil of Cloves,24.0,drops,1.49,ml,
2057,501,Syrup of Juice of Hounds tongue,4.0,ounces,124.4,g,
2058,501,Balsam of Sulphur Anisated,80.0,drops,4.96,ml,
2059,502,Spirituous Cinnamon Water,6.0,ounces,186.6,g,
2060,502,Oil of Tartar by Deliquium,3.0,drams,11.67,g,
2061,502,Spirit of Salt Armoniac,90.0,drops,5.58,ml,
2062,503,Tincture of Castor,2.0,drams,7.78,g,
2063,503,"Oil of Sage, Rosemary, Cloves, Marjoram",2.0,drops,0.12,ml,
2064,504,Tincture of Salt Tartar,6.0,drams,23.34,g,
2065,504,"Oil of Cinnamon, Cloves, Nutmeg",6.0,drops,0.37,ml,
2066,504,"Oil of Pepper, Wormwood, Mint",4.0,drops,0.25,ml,
2067,505,erratic Poppy Water,9.0,ounces,279.9,g,
2068,505,Oxymel of Squills,3.0,ounces,93.3,g,
2069,506,boil in Water,2.0,quarts,1892.0,ml,
2070,506,add to the Liquor depurated Juice of Scurvy-grass,1.0,pint,473.0,ml,
2071,506,"of Brooklime, Water- cresses and Dandelion, each",0.5,pint,236.5,ml,
2072,506,Radish water compound 1 pint and half. In this whole Mixture dissolve Vitriol of Mars,8.0,scruples,10.37,g,
2073,506,"set it by a Night, 'till the yellow Faces are settled, then decant the clear Liquor, to which add Salt of Wormwood 4 scruples, white Sugar",12.0,ounces,373.2,g,
2074,507,Lime tree flower and Fennel Waters,2.0,ounces,62.2,g,
2075,507,Syrup of Stechas and of Meconium,1.0,ounce,31.1,g,
2076,507,Spirit of Salt Armoniac,1.0,scruple,1.3,g,
2077,508,Spirit of Wine,0.5,pint,236.5,ml,
2078,508,Venice Treacle,2.0,ounces,62.2,g,
2079,508,"long Pepper, Cloves",2.0,drams,7.78,g,
2080,509,"Waters of Mugwort, black Cherries",12.0,ounces,373.2,g,
2081,509,"of Rue, Penny royal, Bryony compound",8.0,ounces,248.8,g,
2082,510,"Tincture of Asa Foetida (extracted with Spirit of Wine) Tincture of Galbanum, of Castor, and Spirit of Salt Armoniac (or Hartshorn)",1.0,dram,3.89,g,
2083,510,Oil of Amber,32.0,drops,1.98,ml,
2084,511,"Thebane Juice (or, for want of it, London Laudanum)",12.0,grains,0.78,g,
2085,511,dissolve it in black Cherry Water,12.0,ounces,373.2,g,
2086,511,and rectify'd Spirit of Wine,0.5,ounce,15.55,g,
2087,511,add white Sugar,0.5,ounce,15.55,g,
2088,511,strain and drop Spirit of Salt Armoniac,36.0,drops,2.23,ml,
2089,512,Asa Foetida,0.5,dram,1.95,g,
2090,512,"Castor, Camphire",1.0,scruple,1.3,g,
2091,512,Oil of Amber,0.5,scruple,0.65,g,
2092,513,Oil of bitter Almonds,1.0,dram,3.89,g,
2093,513,"Oil of Nutmeg, Cummin, Marjoram, Petre, each 4 drops, Civet",2.0,grains,0.13,g,
2094,514,Balsam of Peru,1.0,dram,3.89,g,
2095,514,"Oil of Rosemary, Sage, Marjoram, Nutmegs",4.0,drops,0.25,ml,
2096,514,Camphire,0.5,dram,1.95,g,
2097,515,"Oil of Amber, Sassaphras",1.0,dram,3.89,g,
2098,515,"Oil of Rosemary, Pepper",1.0,scruple,1.3,g,
2099,517,"Raisins of the Sun stoned, and cut small, Orris Root",1.0,ounce,31.1,g,
2100,517,"Elecampane, Calamus Aromaticus, each",0.5,ounce,15.55,g,
2101,517,Senna,2.0,ounces,62.2,g,
2102,517,Agaric (tied up in a Rag),0.5,ounce,15.55,g,
2103,517,"white Horehound, Savory, Hyssop, Ground Ivy",1.0,handful,1.0,handful,
2104,517,Tobacco dried,1.0,dram,3.89,g,
2105,517,Ginger,3.0,drams,11.67,g,
2106,517,Spring water,2.0,pints,946.0,ml,
2107,517,Vinegar,0.5,pint,236.5,ml,
2108,517,"boil away to 1 quart, throwing in at last Aniseed",2.0,drams,7.78,g,
2109,518,Zedoary,1.0,ounce,31.1,g,
2110,518,boil in Water 1 quart to,1.0,pint,473.0,ml,
2111,518,"in the strained Liquor, mix Gum Ammoniacum (first dissolv'd in Vinegar",4.0,ounces,124.4,g,
2112,518,strain and add Honey,4.0,ounces,124.4,g,
2113,519,Tobacco leaves (powdered and tied up in a Rag),1.0,ounce,31.1,g,
2114,519,Agaric (likewise tied up) Liquorice,1.0,ounce,31.1,g,
2115,519,"Senna, Raisins of the Sun",2.0,ounces,62.2,g,
2116,519,"Vinegar 2 quarts, boil to",2.0,pints,946.0,ml,
2117,519,Aniseed,0.5,ounce,15.55,g,
2118,519,Cloves,3.0,drams,11.67,g,
2119,520,"new Butter, just out of the Churn, unsalted (and washed in Rose water)",1.0,ounce,31.1,g,
2120,520,Liquorice powder,1.0,dram,3.89,g,
2121,521,Bole,1.0,ounce,31.1,g,
2122,521,"Burnt Alum, burnt Crust of Bread, powdered Tiles, Porcelane Ware",2.0,drams,7.78,g,
2123,522,Asa foetida,8.0,grains,0.52,g,
2124,522,"Camphire, Dragons Blood",1.0,grain,0.06,g,
2125,522,Oil of Pepper,2.0,drops,0.12,ml,
2126,523,powder'd Bees,2.0,dram,7.78,g,
2127,523,Salt Prunel,1.0,dram,3.89,g,
2128,523,"Salt of Amber, Mustard seed, each",0.5,dram,1.95,g,
2129,523,Oil of Aniseed,12.0,drops,0.74,ml,
2130,524,Ruffus's Pill,1.0,scruple,1.3,g,
2131,524,Vitriol of Mars,5.0,grains,0.32,g,
2132,525,Spikenard,1.0,dram,3.89,g,
2133,525,"Asa Foetida, Ens Veneris each",0.5,dram,1.95,g,
2134,525,Oil of Amber,8.0,drops,0.5,ml,
2135,526,Egg shells calcin'd,0.5,dram,1.95,g,
2136,526,Camphire,1.0,scruple,1.3,g,
2137,526,Cantharides,0.5,scruple,0.65,g,
2138,527,Gum Ammoniac (strain'd with Rhenish Wine),2.0,ounces,62.2,g,
2139,527,Vitriol of Mars (calcined to a little redness),0.5,ounce,15.55,g,
2140,527,Scammony Sulphurated,10.0,drams,38.9,g,
2141,527,Oil of Mint,12.0,drops,0.74,ml,
2142,528,Ens Veneris,4.0,scruples,5.18,g,
2143,528,"Saffron, long Pepper, Virginia Snake root, Spikenard",1.0,scruple,1.3,g,
2144,528,Galbanum,4.0,scruples,5.18,g,
2145,529,powdered Virginia Snake Root,1.0,dram,3.89,g,
2146,529,"Camphire, Salt of Amber, each",0.5,dram,1.95,g,
2147,530,Ambergrise,2.0,grains,0.13,g,
2148,530,"Musk, Salt of Hartshorn",1.0,grain,0.06,g,
2149,530,Opium,3.0,grains,0.19,g,
2150,531,powdered Mint,2.0,drams,7.78,g,
2151,531,Wormwood,2.0,scruples,2.59,g,
2152,531,Balaustines,1.0,scruple,1.3,g,
2153,531,Diascordium (or Venice Treacle),1.0,dram,3.89,g,
2154,532,powdered Ground Pine,6.0,drams,23.34,g,
2155,532,Veneris,2.0,drams,7.78,g,
2156,533,"true fine Bole, Dragons Blood in Tears, red Coral, Amber, Mastick, Astringent Crocus of Mars",1.0,dram,3.89,g,
2157,533,"Oil of Cinnamon, Nutmeg",6.0,drops,0.37,ml,
2158,534,Millepedes prepared,3.0,drams,11.67,g,
2159,534,Gum Ammoniac strained (with Spirit of Wine),1.0,dram,3.89,g,
2160,534,Flowers of Benjamin,1.0,dram,3.89,g,
2161,534,"Saffron, Balsam of Peru",15.0,grains,0.97,g,
2162,535,of the very finest Aloes,0.5,ounce,15.55,g,
2163,535,Senna,2.0,drams,7.78,g,
2164,535,"Asa Foetida, Galbanum, Myrrh",1.0,dram,3.89,g,
2165,535,Vitriol of Mars,6.0,drams,23.34,g,
2166,535,"Saffron, Mace, each",0.5,dram,1.95,g,
2167,535,Oil of Amber,40.0,drops,2.48,ml,
2168,536,"powder'd Elecampane, Orris, Aniseed, Sugar candy",1.0,dram,3.89,g,
2169,536,Liquid pitch,2.0,drams,7.78,g,
2170,537,"fine pick'd Ammoniacum in drops, pure Aloes",6.0,drams,23.34,g,
2171,537,Steel prepared with Sulphur,5.0,drams,19.45,g,
2172,537,Oil of Cloves and Anise,10.0,drops,0.62,ml,
2173,538,"powder'd Liquorice, Sugar, Camphir",2.0,scruples,2.59,g,
2174,539,roots of Orris,1.0,ounce,31.1,g,
2175,539,Male Piony,0.5,ounce,15.55,g,
2176,539,Spanish Angelica,2.0,drams,7.78,g,
2177,539,"yellow Sanders, Nutmeg, Mace, Cloves, each",0.5,dram,1.95,g,
2178,539,"Liquid Storax, Balsam of Peru",4.0,grains,0.26,g,
2179,539,"Oil of Rosemary, Lavender",2.0,drops,0.12,ml,
2180,540,Gum Ammoniacum strain'd,2.0,scruple,2.59,g,
2181,540,"Myrrh, Amber, Mastick",1.0,scruple,1.3,g,
2182,540,"Olibanum, Saffron, Castor, each",0.5,scruple,0.65,g,
2183,540,Salts of Mars (calcin'd to whiteness),0.5,dram,1.95,g,
2184,540,Oil of Nutmeg,8.0,drops,0.5,ml,
2185,541,Pil. Ruffi,1.0,scruple,1.3,g,
2186,541,Storax Pills,6.0,grains,0.39,g,
2187,541,Oil of Aniseed,1.0,drop,0.06,ml,
2188,542,Pill Cochioe the greater,1.0,dram,3.89,g,
2189,542,Rudius's Extract,2.0,scruples,2.59,g,
2190,542,Rosin of Jalap,1.0,scruple,1.3,g,
2191,542,Oil of Aniseed,2.0,drops,0.12,ml,
2192,543,Pill Foetid,15.0,grains,0.97,g,
2193,543,"Rosin of Jalap, Castor, Salt of Amber",5.0,grains,0.32,g,
2194,543,Oil of Amber,2.0,drops,0.12,ml,
2195,544,Cloves,0.5,ounce,15.55,g,
2196,544,"Mace, Cinnamon",45.0,grains,2.92,g,
2197,544,"Virginia Snkae root, Steel prepar'd with Sulphur",2.0,dram,7.78,g,
2198,544,Vitriol of Mars,1.0,dram,3.89,g,
2199,544,Oil of Nutmeg,24.0,drops,1.49,ml,
2200,545,Native Cinnaber reduced into an Alcohol Humane Cranium,2.0,drams,7.78,g,
2201,545,"Castor, Salt of Amber",1.0,dram,3.89,g,
2202,545,"make all into an exquisite fine Powder, to which add Oil of Marjoram",12.0,drops,0.74,ml,
2203,545,Balsam of Peru,1.0,dram,3.89,g,
2204,546,Cochineal,2.0,drams,7.78,g,
2205,546,Saffron,1.0,dram,3.89,g,
2206,547,Pills e duobus,0.5,dram,1.95,g,
2207,547,Oil of Amber,2.0,drops,0.12,ml,
2208,547,London Laudanum,2.0,grains,0.13,g,
2209,548,"Cubebs, Nutmeg, Cloves, Mastick, Calamint",1.0,dram,3.89,g,
2210,548,Ambergrise,0.5,dram,1.95,g,
2211,548,Musk,6.0,grains,0.39,g,
2212,549,Virginia Snake root,1.0,dram,3.89,g,
2213,549,"Saffron, Camphire, Salt of Amber, each",0.5,scruple,0.65,g,
2214,550,true Bole powder'd,2.0,drams,7.78,g,
2215,550,Oil of Paper,4.0,drops,0.25,ml,
2216,551,"powder'd Rhubarb, Gum of Guiacum, Salt of Steel",4.0,scruples,5.18,g,
2217,552,"Venetian Borace, Myrrh",45.0,grains,2.92,g,
2218,552,"Birthwort Root, Saffron",15.0,grains,0.97,g,
2219,552,"Oil of Pennyroyal, Savine, Cloves",2.0,drops,0.12,ml,
2220,553,Gum Ammoniac strained (or rather the fine Grains of it picked out) Millepedes,1.0,dram,3.89,g,
2221,553,"Castor, Flower of Benjamin, Salt of Amber, each half a dram Camphire, Saffron",15.0,grains,0.97,g,
2222,554,powdered Cammomile flowers,2.0,drams,7.78,g,
2223,554,Diaphoretic Antimony,1.0,dram,3.89,g,
2224,554,Salt of Wormwood,0.5,dram,1.95,g,
2225,555,Juice of Garlic,0.5,ounce,15.55,g,
2226,555,Gum Ammoniac,1.0,dram,3.89,g,
2227,555,Millepedes preapred,1.0,dram,3.89,g,
2228,555,Saffron,1.0,scruple,1.3,g,
2229,555,Flowers of Bemjamin,0.5,scruple,0.65,g,
2230,555,Oil of Aniseed,4.0,drops,0.25,ml,
2231,556,powdered Gentian,2.0,drams,7.78,g,
2232,556,Salt of Wormwood,2.0,scruple,2.59,g,
2233,556,Extract of Gentian,1.0,dram,3.89,g,
2234,557,white Sugar candy powdered and searced,2.0,drams,7.78,g,
2235,557,the cold Species of Gum Tragacanth,1.0,dram,3.89,g,
2236,557,Balsam of Tolu,2.0,scruples,2.59,g,
2237,557,Flower of Benjamin,1.0,scruple,1.3,g,
2238,558,"Gum of Guaiacum, Aloes",1.0,dram,3.89,g,
2239,560,Gamboge powdered,12.0,grains,0.78,g,
2240,560,Oil of Juniper,2.0,drops,0.12,ml,
2241,561,"Galbbanum strained, Asa Foetida, Myrrh",1.0,dram,3.89,g,
2242,561,"Castor, Camphire, Salt of Amber, each",0.5,scruple,0.65,g,
2243,561,Oil of Amber,4.0,drops,0.25,ml,
2244,562,"Cream of Tartar, Cochineal, each",0.5,dram,1.95,g,
2245,562,Venetian Soap,2.0,drams,7.78,g,
2246,563,Japanic Earth powdered,2.0,drams,7.78,g,
2247,563,Oil of Cinnamon,4.0,drops,0.25,ml,
2248,564,Myrrh,1.0,dram,3.89,g,
2249,564,Saffron,1.0,scruple,1.3,g,
2250,564,Balsam of Peru,0.5,scruple,0.65,g,
2251,565,"Millepedes, Crude Salt Armoniac, Venetian Soap",2.0,drams,7.78,g,
2252,565,Gum of Ivy,1.0,dram,3.89,g,
2253,565,Saffron,0.5,dram,1.95,g,
2254,565,Oil of Juniper,16.0,drops,0.99,ml,
2255,566,Olibanum powdered and searced,4.0,scruples,5.18,g,
2256,566,Salt of Harts born,1.0,scruple,1.3,g,
2257,567,"powdered Elecampane, Orris, Liquorice",1.0,scruple,1.3,g,
2258,567,"Saffron, Flower of Benjamin, each",0.5,scruple,0.65,g,
2259,567,white Sugar candy,2.0,scruples,2.59,g,
2260,568,Musk,6.0,grains,0.39,g,
2261,568,"Cinnamon, Nutmeg",1.0,scruple,1.3,g,
2262,568,"Cloves, Saffron, each",0.5,scruple,0.65,g,
2263,569,"crude Mercury, cleansed well",6.0,drams,23.34,g,
2264,569,Turbith,2.0,drams,7.78,g,
2265,569,"Aloes, rhubarb, Coloquintida, Diagrydium, Agaric",2.0,drams,7.78,g,
2266,569,"Hermodactyls, Myrrh, Mithridate",1.0,dram,3.89,g,
2267,569,Musk Ambergirse,15.0,grains,0.97,g,
2268,569,Venetian Turpentine,1.0,ounce,31.1,g,
2269,570,powdered Mercury Dulcis,0.5,scruple,0.65,g,
2270,570,Radius's Extract,15.0,grains,0.97,g,
2271,570,Resin of Jalap,5.0,grains,0.32,g,
2272,570,Oil of Cloves,1.0,drop,0.06,ml,
2273,571,Goat's Blood prepared,1.0,dram,3.89,g,
2274,571,"Volatile Salt of Salt Armoniac (or of Hart's born) Salt of Amber, Camphire, each",0.5,scruple,0.65,g,
2275,572,"lucid Aloes, Scammony prepared",3.0,drams,11.67,g,
2276,572,Troches of Alhandal,2.0,drams,7.78,g,
2277,572,"Mastick, Saffron",45.0,grains,2.92,g,
2278,574,Extract of Saffron,16.0,grains,1.04,g,
2279,574,Flower of Benjamin,24.0,grains,1.56,g,
2280,574,Spanish Juice of Liquorice,2.0,scruples,2.59,g,
2281,574,Oil of Aniseed,2.0,drops,0.12,ml,
2282,575,Salt of Wormwood,2.0,scruples,2.59,g,
2283,575,"Oil of Anniseed, Cloves, and Amber",1.0,drop,0.06,ml,
2284,576,"powdered Rue, long Pepper, Salt Gem, Camphire, each",0.5,dram,1.95,g,
2285,576,"Oil of Cummin 4 drops, Balsam of Peru",1.0,dram,3.89,g,
2286,577,powdered Salt of Steel,2.0,drams,7.78,g,
2287,579,"powdered Falap root, Scammony prepared, Calomel, each half a scruple, Oil of Caraway",1.0,drop,0.06,ml,
2288,580,Venetian Soap,2.0,drams,7.78,g,
2289,580,Oil of Anniseed,8.0,drops,0.5,ml,
2290,581,Musk,8.0,grains,0.52,g,
2291,582,Russus's Pill,1.0,scruple,1.3,g,
2292,582,"Resin of Falap, Salt of Wormwood",5.0,grains,0.32,g,
2293,582,"Oil of Wormwood, Mint",1.0,drop,0.06,ml,
2294,583,"Gum Ammoniac strained, Aloes",1.0,dram,3.89,g,
2295,583,"Myrrh, Senna, Saffron, each",0.5,dram,1.95,g,
2296,584,"powdered Cinnamon, Mace, Nutmeg",1.0,scruple,1.3,g,
